Source,Target,Weight,Year,Type
ant diversity,native predator,0.8910891089108911,2010,Undirected
main insect pest,pest management decision,0.8910891089108911,2010,Undirected
pest control program,wild bee community,0.8910891089108911,2010,Undirected
farmland birds,ground dwell invertebrate,0.8910891089108911,2010,Undirected
forage strategy,indirect plant defense,0.8910891089108911,2010,Undirected
forage strategy,nematode specie,0.8910891089108911,2010,Undirected
forage strategy,plant parasitic nematode specie,0.8910891089108911,2010,Undirected
back arc basin,indian ocean,0.8910891089108911,2010,Undirected
developmental time,guérin méneville,0.8910891089108911,2010,Undirected
farmland birds,non crop habitat,0.8910891089108911,2010,Undirected
aquatic mammals,freshwater invertebrates,0.8910891089108911,2010,Undirected
aquatic invertebrates,freshwater invertebrates,0.8910891089108911,2010,Undirected
beneficial invertebrates,pest problem,0.8910891089108911,2010,Undirected
landscape factor,native honeybees,0.8910891089108911,2010,Undirected
feed larvae,secondary compound,0.8910891089108911,2010,Undirected
feed larvae,offspring performance,0.8910891089108911,2010,Undirected
ant fauna,deep soil layer,0.8910891089108911,2010,Undirected
landscape factor,pollinator specie,0.8910891089108911,2010,Undirected
soil insect pest,water potential,0.8910891089108911,2010,Undirected
landscape factor,spatial scale,0.8910891089108911,2010,Undirected
aquatic invertebrates,aquatic mammals,0.8910891089108911,2010,Undirected
ant diversity,velvet ant,0.8910891089108911,2010,Undirected
pest control program,wild bee specie,0.8910891089108911,2010,Undirected
trace metal concentration,water sample,0.8910891089108911,2010,Undirected
main insect pest,southern united states,0.8910891089108911,2010,Undirected
biological control strategy,pest control agent,0.8910891089108911,2010,Undirected
colony collapse disorder,forager bees,0.8910891089108911,2010,Undirected
long term monitoring,population trend,0.8910891089108911,2010,Undirected
colony collapse disorder,hymenopteran species,0.8910891089108911,2010,Undirected
local adaptation,natural population,0.8910891089108911,2010,Undirected
gossypium hirsutum l,resistance management,0.8910891089108911,2010,Undirected
gossypium hirsutum l,resistance management program,0.8910891089108911,2010,Undirected
gossypium hirsutum l,transgenic crop,0.8910891089108911,2010,Undirected
gossypium hirsutum l,spodoptera frugiperda,0.8910891089108911,2010,Undirected
forest insect pest,white pine weevil,0.8910891089108911,2010,Undirected
annelid platynereis dumerilii,wnt gene,0.8910891089108911,2010,Undirected
avian influenza viruse,wild bird,0.8910891089108911,2010,Undirected
pest management decision,southern united states,0.8910891089108911,2010,Undirected
forest insects,forest pest,0.8910891089108911,2010,Undirected
lizard species,salt glands,0.8910891089108911,2010,Undirected
farmland birds,population change,0.8910891089108911,2010,Undirected
gossypium hirsutum l,organic grower,0.8910891089108911,2010,Undirected
gossypium hirsutum l,insecticidal crop,0.8910891089108911,2010,Undirected
gossypium hirsutum l,pink bollworm,0.8910891089108911,2010,Undirected
gossypium hirsutum l,toxin cry1ac,0.8910891089108911,2010,Undirected
gossypium hirsutum l,transgenic insecticidal crop,0.8910891089108911,2010,Undirected
large insect,tracheal system,0.8910891089108911,2010,Undirected
forest management,habitat suitability model,0.8910891089108911,2010,Undirected
avian influenza viruse,production system,0.8910891089108911,2010,Undirected
great barrier reef,high biodiversity,0.8910891089108911,2010,Undirected
forest management,management system,0.8910891089108911,2010,Undirected
soil fertility,soil quality,0.8910891089108911,2010,Undirected
cichlid fish,opsin genes,0.8910891089108911,2010,Undirected
atlantic ocean,southwestern atlantic ocean,0.8910891089108911,2010,Undirected
light environment,opsin expression,0.8910891089108911,2010,Undirected
crab spider,floral visitor,0.8910891089108911,2010,Undirected
annelid platynereis dumerilii,developmental process,0.8910891089108911,2010,Undirected
amount of insecticide,insecticide input,0.8910891089108911,2010,Undirected
gossypium hirsutum l,insect resistance management,0.8910891089108911,2010,Undirected
circadian clock,gustatory receptor neuron,0.8910891089108911,2010,Undirected
annual crop,insect resistance,0.8910891089108911,2010,Undirected
long distance dispersal,oribatid mite,0.8910891089108911,2010,Undirected
long distance dispersal,lord howe island,0.8910891089108911,2010,Undirected
pest problem,pest suppression,0.8910891089108911,2010,Undirected
annual crop,resistant genotype,0.8910891089108911,2010,Undirected
pest outbreak,transgenic cotton,0.8910891089108911,2010,Undirected
pest outbreak,transgenic bt cotton,0.8910891089108911,2010,Undirected
oil collect bee,pollination mechanism,0.8910891089108911,2010,Undirected
toxin cry1ac,transgenic insecticidal crop,0.8910891089108911,2010,Undirected
wild bee community,wild bee specie,0.8910891089108911,2010,Undirected
gossypium hirsutum l,important lepidopteran pest,0.8910891089108911,2010,Undirected
crop pollination,seed yield,0.900990099009901,2011,Undirected
grain weight loss,maize hybrid,0.900990099009901,2011,Undirected
agricultural crop,pest control strategy,0.900990099009901,2011,Undirected
eusocial insects,queen worker dimorphism,0.900990099009901,2011,Undirected
agricultural crop,phloem feed insect,0.900990099009901,2011,Undirected
agricultural crop,plant protease inhibitor,0.900990099009901,2011,Undirected
field crop,pest damage,0.900990099009901,2011,Undirected
crop production,natural enemy community,0.900990099009901,2011,Undirected
environmental change,species specific response,0.900990099009901,2011,Undirected
agricultural crop,coleopteran pest,0.900990099009901,2011,Undirected
agricultural crop,bt crop,0.900990099009901,2011,Undirected
crop production,spatial scale,0.900990099009901,2011,Undirected
field crop,flea beetle,0.900990099009901,2011,Undirected
grain protectant,reduce risk insecticide,0.900990099009901,2011,Undirected
field crop,leaf damage,0.900990099009901,2011,Undirected
grain weight loss,host plant resistance,0.900990099009901,2011,Undirected
hemimetabolous insects,kr h1 expression,0.900990099009901,2011,Undirected
hemimetabolous insects,kr h1,0.900990099009901,2011,Undirected
agricultural crop,field evolve resistance,0.900990099009901,2011,Undirected
field crop,oilseed rape field,0.900990099009901,2011,Undirected
field crop,pest management system,0.900990099009901,2011,Undirected
crop production,predator of pest,0.900990099009901,2011,Undirected
hemimetabolous insects,krüppel homolog 1,0.900990099009901,2011,Undirected
field crop,wildflower strip,0.900990099009901,2011,Undirected
crop production,pest abundance,0.900990099009901,2011,Undirected
agricultural crop,non target specie,0.900990099009901,2011,Undirected
hemimetabolous insects,larval instar,0.900990099009901,2011,Undirected
hemimetabolous insects,pupal stage,0.900990099009901,2011,Undirected
field crop,pest control tactic,0.900990099009901,2011,Undirected
agricultural crop,transgenic plant,0.900990099009901,2011,Undirected
grain weight loss,level of resistance,0.900990099009901,2011,Undirected
agricultural crop,important agricultural pest,0.900990099009901,2011,Undirected
grain weight loss,large grain borer,0.900990099009901,2011,Undirected
high abundance,pine vole,0.900990099009901,2011,Undirected
field crop,habitat manipulation,0.900990099009901,2011,Undirected
grain weight loss,prostephanus truncatus,0.900990099009901,2011,Undirected
rain forest,stable isotope ratio,0.900990099009901,2011,Undirected
crop stage,intensive agricultural landscape,0.900990099009901,2011,Undirected
bemisia tabaci biotype b,biotype b,0.900990099009901,2011,Undirected
soil ecosystem,soil treatment,0.900990099009901,2011,Undirected
female biased sexual size dimorphism,tree frog,0.900990099009901,2011,Undirected
source of resistance,tabaci biotype b,0.900990099009901,2011,Undirected
female biased sexual size dimorphism,female size,0.900990099009901,2011,Undirected
soil fauna,soil treatment,0.900990099009901,2011,Undirected
agricultural land,spatial scale,0.900990099009901,2011,Undirected
female biased sexual size dimorphism,reproductive output,0.900990099009901,2011,Undirected
feeding habit,stable isotope ratio,0.900990099009901,2011,Undirected
feeding habit,rain forest,0.900990099009901,2011,Undirected
feeding habit,isotope ratio,0.900990099009901,2011,Undirected
feeding guild,invertebrate assemblage,0.900990099009901,2011,Undirected
feral cat,large home range,0.900990099009901,2011,Undirected
bemisia tabaci biotype b,soybean plant,0.900990099009901,2011,Undirected
bemisia tabaci biotype b,soybean cultivar,0.900990099009901,2011,Undirected
feeding habit,tropical rain forest,0.900990099009901,2011,Undirected
corbiculate bee,microbial symbiont,0.900990099009901,2011,Undirected
corbiculate bee,insect gut microbiota,0.900990099009901,2011,Undirected
application of insecticide,oilseed rape field,0.900990099009901,2011,Undirected
application of insecticide,leaf damage,0.900990099009901,2011,Undirected
habitat selection,risk of predation,0.900990099009901,2011,Undirected
application of insecticide,flea beetle,0.900990099009901,2011,Undirected
environmental risk assessment,honey bee larvae,0.900990099009901,2011,Undirected
application of insecticide,field crop,0.900990099009901,2011,Undirected
female flower,gall midge,0.900990099009901,2011,Undirected
environmental risk assessment,transgenic crop,0.900990099009901,2011,Undirected
environmental risk assessment,risk assessment,0.900990099009901,2011,Undirected
habitat preference,lacertid lizards,0.900990099009901,2011,Undirected
female plant,floral biology,0.900990099009901,2011,Undirected
female plant,reproductive strategy,0.900990099009901,2011,Undirected
soil ecosystem,soil fauna,0.900990099009901,2011,Undirected
habitat manipulation,wildflower strip,0.900990099009901,2011,Undirected
female plant,staminate flower,0.900990099009901,2011,Undirected
soil insect,species diversity,0.900990099009901,2011,Undirected
southern british columbia,southern hemisphere,0.900990099009901,2011,Undirected
agricultural land,agricultural pest,0.900990099009901,2011,Undirected
female size,reproductive output,0.900990099009901,2011,Undirected
group of pollinator,species number,0.900990099009901,2011,Undirected
bemisia tabaci biotype b,oviposition preference,0.900990099009901,2011,Undirected
habitat,monitor lizard,0.900990099009901,2011,Undirected
biological control potential,gossypium hirsutum l,0.900990099009901,2011,Undirected
biological control potential,biological control program,0.900990099009901,2011,Undirected
armigera larvae,green lacewing,0.900990099009901,2011,Undirected
great economic importance,resistance ratio,0.900990099009901,2011,Undirected
great economic importance,moth plutella xylostella,0.900990099009901,2011,Undirected
great economic importance,plutella xylostella,0.900990099009901,2011,Undirected
environmental change,evolutionary history,0.900990099009901,2011,Undirected
armigera larvae,bt cotton plant,0.900990099009901,2011,Undirected
agro ecological zone,redundancy analysis,0.900990099009901,2011,Undirected
agro ecological zone,soil ph,0.900990099009901,2011,Undirected
biological control potential,conventional insecticide,0.900990099009901,2011,Undirected
biological control potential,cotton crop,0.900990099009901,2011,Undirected
biological control potential,insecticide resistance management strategy,0.900990099009901,2011,Undirected
eusocial hymenoptera,eusocial insects,0.900990099009901,2011,Undirected
eusocial hymenoptera,queen worker dimorphism,0.900990099009901,2011,Undirected
biological control potential,northern australia,0.900990099009901,2011,Undirected
harvester ant,intermediate host,0.900990099009901,2011,Undirected
grain yield,major pest,0.900990099009901,2011,Undirected
grain yield,sitobion avenae,0.900990099009901,2011,Undirected
crop production,sustainable yield,0.900990099009901,2011,Undirected
grain weight loss,of pesticide,0.900990099009901,2011,Undirected
redundancy analysis,soil ph,0.900990099009901,2011,Undirected
agricultural pest,transgenic plant,0.900990099009901,2011,Undirected
bemisia tabaci biotype b,host plant resistance,0.900990099009901,2011,Undirected
ground dwell specie,soil profile,0.900990099009901,2011,Undirected
farmland bird population,farmland birds,0.900990099009901,2011,Undirected
brood parasite,frequency dependent selection,0.900990099009901,2011,Undirected
brood parasite,intraspecific brood parasitism,0.900990099009901,2011,Undirected
source of resistance,soybean genotype,0.900990099009901,2011,Undirected
feral cat,natural area,0.900990099009901,2011,Undirected
agricultural pest,insect population,0.900990099009901,2011,Undirected
agricultural pest,land,0.900990099009901,2011,Undirected
feral cat,small home range,0.900990099009901,2011,Undirected
agricultural pest,spatial scale,0.900990099009901,2011,Undirected
agricultural pest,bt crop,0.900990099009901,2011,Undirected
agricultural pest,coleopteran pest,0.900990099009901,2011,Undirected
agricultural pest,field evolve resistance,0.900990099009901,2011,Undirected
agricultural pest,non target specie,0.900990099009901,2011,Undirected
agricultural pest,pest control strategy,0.900990099009901,2011,Undirected
armigera larvae,second instar larvae,0.900990099009901,2011,Undirected
armigera larvae,instar larvae,0.900990099009901,2011,Undirected
agricultural pest,phloem feed insect,0.900990099009901,2011,Undirected
agricultural pest,plant protease inhibitor,0.900990099009901,2011,Undirected
armigera larvae,cry protein,0.900990099009901,2011,Undirected
agricultural land,insect population,0.900990099009901,2011,Undirected
blue sticky trap,seasonal occurrence,0.900990099009901,2011,Undirected
grain protectant,large grain borer,0.900990099009901,2011,Undirected
risk assessment,transgenic crop,0.900990099009901,2011,Undirected
expression profile,extracellular matrix,0.900990099009901,2011,Undirected
road kill,vegetation cover,0.900990099009901,2011,Undirected
road kill,wildlife population,0.900990099009901,2011,Undirected
roe deer,wild ungulate,0.900990099009901,2011,Undirected
ant nest,minas gerais state,0.900990099009901,2011,Undirected
ant nest,eucalyptus plantation,0.900990099009901,2011,Undirected
gene flow,pollinator taxon,0.900990099009901,2011,Undirected
gene flow,pollen loads,0.900990099009901,2011,Undirected
expression analysis,mite varroa destructor,0.900990099009901,2011,Undirected
expression analysis,honey bee health,0.900990099009901,2011,Undirected
forest birds,large spatial scale,0.900990099009901,2011,Undirected
evolution of wing,origin of wing,0.900990099009901,2011,Undirected
forest ecosystem,important insect,0.900990099009901,2011,Undirected
exotic specie,water body,0.900990099009901,2011,Undirected
forest fragment,high predation rate,0.900990099009901,2011,Undirected
forest fragment,insectivorous birds,0.900990099009901,2011,Undirected
forest fragment,moist forest,0.900990099009901,2011,Undirected
evolutionary history,orchid bee,0.900990099009901,2011,Undirected
forest fragment,number of specie,0.900990099009901,2011,Undirected
forest fragment,predation rate,0.900990099009901,2011,Undirected
crop protection,natural variation,0.900990099009901,2011,Undirected
forest habitat,soil sample,0.900990099009901,2011,Undirected
biological control services,spatial scale,0.900990099009901,2011,Undirected
forest management,forest pest,0.900990099009901,2011,Undirected
forest management,insect pest control,0.900990099009901,2011,Undirected
biological control services,sustainable yield,0.900990099009901,2011,Undirected
riparian spider,trophic level,0.900990099009901,2011,Undirected
gene regulatory network,vertebrate evolution,0.900990099009901,2011,Undirected
bee larvae,bt protein,0.900990099009901,2011,Undirected
aquatic insect taxon,number of taxon,0.900990099009901,2011,Undirected
crop production,host crop,0.900990099009901,2011,Undirected
alternative control method,eucalyptus plantation,0.900990099009901,2011,Undirected
crop production,management strategy,0.900990099009901,2011,Undirected
alternative control method,biological control program,0.900990099009901,2011,Undirected
alternative control method,forest plantation,0.900990099009901,2011,Undirected
aquatic snails,snail kill fly,0.900990099009901,2011,Undirected
evolution of trait,stag beetles,0.900990099009901,2011,Undirected
anthropogenic disturbance,species distribution,0.900990099009901,2011,Undirected
silverleaf whitefly,soybean plant,0.900990099009901,2011,Undirected
silverleaf whitefly,soybean cultivar,0.900990099009901,2011,Undirected
biological control program,gossypium hirsutum l,0.900990099009901,2011,Undirected
food resource,management intensity,0.900990099009901,2011,Undirected
biological control program,conventional insecticide,0.900990099009901,2011,Undirected
extracellular matrix,insect development,0.900990099009901,2011,Undirected
biological control program,cotton crop,0.900990099009901,2011,Undirected
biological control program,insecticide resistance management strategy,0.900990099009901,2011,Undirected
biological control program,northern australia,0.900990099009901,2011,Undirected
biological control program,resistance management strategy,0.900990099009901,2011,Undirected
bee larvae,environmental risk assessment,0.900990099009901,2011,Undirected
biological control program,eucalyptus plantation,0.900990099009901,2011,Undirected
expression profile,insect development,0.900990099009901,2011,Undirected
riparian arthropods,riparian spider,0.900990099009901,2011,Undirected
riparian arthropods,trophic level,0.900990099009901,2011,Undirected
riparian food webs,terrestrial insects,0.900990099009901,2011,Undirected
forest management,pest problem,0.900990099009901,2011,Undirected
genetic variation,ocean acidification,0.900990099009901,2011,Undirected
forest management,specie of insect,0.900990099009901,2011,Undirected
biological control services,predator of pest,0.900990099009901,2011,Undirected
bee health,expression analysis,0.900990099009901,2011,Undirected
alternative splicing,social parasite,0.900990099009901,2011,Undirected
alternative splicing,transcription factor,0.900990099009901,2011,Undirected
fruit fly drosophila melanogaster,insect evolution,0.900990099009901,2011,Undirected
biological control services,crop production,0.900990099009901,2011,Undirected
fruit production,native pollinator,0.900990099009901,2011,Undirected
alternative splicing,worker sterility,0.900990099009901,2011,Undirected
seasonal occurrence,small brown planthopper,0.900990099009901,2011,Undirected
blue sticky trap,maize field,0.900990099009901,2011,Undirected
fruit production,pollinator diversity,0.900990099009901,2011,Undirected
gall induce insect,plant response,0.900990099009901,2011,Undirected
gall induce insect,insect eggs,0.900990099009901,2011,Undirected
biological control services,enemy community,0.900990099009901,2011,Undirected
gall induce insect,indirect plant defense,0.900990099009901,2011,Undirected
fruit feed butterfly,phylogenetic signal,0.900990099009901,2011,Undirected
evolutionary origin,reproductive protein,0.900990099009901,2011,Undirected
gall induce insect,tropical dry forest,0.900990099009901,2011,Undirected
ambrosia beetles,brood care,0.900990099009901,2011,Undirected
blue sticky trap,small brown planthopper,0.900990099009901,2011,Undirected
functional diversity,light dependent manner,0.900990099009901,2011,Undirected
seasonal occurrence,sticky trap,0.900990099009901,2011,Undirected
seasonal occurrence,yellow sticky trap,0.900990099009901,2011,Undirected
functional diversity,non mammalian specie,0.900990099009901,2011,Undirected
ambiguous stimulus,positive affective state,0.900990099009901,2011,Undirected
ambiguous stimulus,non human animal,0.900990099009901,2011,Undirected
blue sticky trap,yellow sticky trap,0.900990099009901,2011,Undirected
evolutionary transition,reproductive mode,0.900990099009901,2011,Undirected
biological control services,farm management practice,0.900990099009901,2011,Undirected
biological control services,natural enemy community,0.900990099009901,2011,Undirected
forest pest,insect pest control,0.900990099009901,2011,Undirected
forest pest,pest problem,0.900990099009901,2011,Undirected
forest pest,specie of insect,0.900990099009901,2011,Undirected
forest soil,long term field experiment,0.900990099009901,2011,Undirected
bee health,mite varroa destructor,0.900990099009901,2011,Undirected
gene duplication,vertebrate central nervous system,0.900990099009901,2011,Undirected
forest tent caterpillar,habitat type,0.900990099009901,2011,Undirected
animal personality,cognitive task,0.900990099009901,2011,Undirected
animal personality,cognitive performance,0.900990099009901,2011,Undirected
sea surface temperature,western english channel,0.900990099009901,2011,Undirected
forest type,line transect survey,0.900990099009901,2011,Undirected
forest type,natural forest,0.900990099009901,2011,Undirected
forest type,primate specie,0.900990099009901,2011,Undirected
sea urchin,sea urchin embryos,0.900990099009901,2011,Undirected
sea urchin,urchin embryos,0.900990099009901,2011,Undirected
fourth instar larvae,insecticide resistance,0.900990099009901,2011,Undirected
free live specie,infective juveniles,0.900990099009901,2011,Undirected
free live specie,insect parasitic nematode,0.900990099009901,2011,Undirected
sea surface temperature,water depth,0.900990099009901,2011,Undirected
seed production,solitary bee,0.900990099009901,2011,Undirected
freshwater fish,vertebrate fauna,0.900990099009901,2011,Undirected
freshwater fish,vertebrate species,0.900990099009901,2011,Undirected
bee family,gene flow,0.900990099009901,2011,Undirected
bee family,pollen loads,0.900990099009901,2011,Undirected
bee family,pollinator taxon,0.900990099009901,2011,Undirected
biological control services,pest abundance,0.900990099009901,2011,Undirected
blue sticky trap,brown planthopper,0.900990099009901,2011,Undirected
animal plant interaction,behavioral plasticity,0.900990099009901,2011,Undirected
flower thrip,pest management decision,0.900990099009901,2011,Undirected
genome assembly,genome evolution,0.900990099009901,2011,Undirected
field evolve resistance,pest control strategy,0.900990099009901,2011,Undirected
biological control potential,resistance management strategy,0.900990099009901,2011,Undirected
global biodiversity hotspot,high biodiversity,0.900990099009901,2011,Undirected
bay of biscay,sea surface temperature,0.900990099009901,2011,Undirected
eutherian mammals,non avian dinosaur,0.900990099009901,2011,Undirected
germ plasm,multiple insect specie,0.900990099009901,2011,Undirected
field evolve resistance,phloem feed insect,0.900990099009901,2011,Undirected
germ cell,post embryonic development,0.900990099009901,2011,Undirected
bay of biscay,north atlantic oscillation,0.900990099009901,2011,Undirected
field evolve resistance,plant protease inhibitor,0.900990099009901,2011,Undirected
field evolve resistance,transgenic plant,0.900990099009901,2011,Undirected
fig wasp,wolbachia infection status,0.900990099009901,2011,Undirected
geographical information system,systematic conservation planning,0.900990099009901,2011,Undirected
field evolve resistance,non target specie,0.900990099009901,2011,Undirected
fig wasp,wasp specie,0.900990099009901,2011,Undirected
aquatic insect taxon,insect taxon,0.900990099009901,2011,Undirected
fire ant,invasive specie,0.900990099009901,2011,Undirected
evolution of olfaction,modern birds,0.900990099009901,2011,Undirected
geographic information system,suitable habitat,0.900990099009901,2011,Undirected
geographic information system,species distribution model,0.900990099009901,2011,Undirected
geographic information system,study area,0.900990099009901,2011,Undirected
fire ant,invasive social insect,0.900990099009901,2011,Undirected
evolution of parasitism,host parasite coevolution,0.900990099009901,2011,Undirected
aquatic insect taxon,size structure,0.900990099009901,2011,Undirected
first record,south america,0.900990099009901,2011,Undirected
first record,world specie,0.900990099009901,2011,Undirected
first record,tropical rain forest,0.900990099009901,2011,Undirected
resistance development,stem borer,0.900990099009901,2011,Undirected
farmer ’ perception,infestation level,0.900990099009901,2011,Undirected
field evolve resistance,important agricultural pest,0.900990099009901,2011,Undirected
farmer ’ perception,maize stem borer,0.900990099009901,2011,Undirected
farmer ’ perception,pest management practice,0.900990099009901,2011,Undirected
grain protectant,insect pest specie,0.900990099009901,2011,Undirected
reproductive ground plan hypothesis,worker honey bees,0.900990099009901,2011,Undirected
reproductive potential,worker larvae,0.900990099009901,2011,Undirected
reproductive strategy,staminate flower,0.900990099009901,2011,Undirected
biological control strategy,conservation biological control strategy,0.900990099009901,2011,Undirected
agro ecosystem,critical ecosystem service,0.900990099009901,2011,Undirected
grain beetle,reduce risk insecticide,0.900990099009901,2011,Undirected
grain beetle,less grain borer,0.900990099009901,2011,Undirected
grain beetle,large grain borer,0.900990099009901,2011,Undirected
grain beetle,insect pest specie,0.900990099009901,2011,Undirected
grain beetle,grain protectant,0.900990099009901,2011,Undirected
social parasite,worker sterility,0.900990099009901,2011,Undirected
apical ectodermal ridge,limb development,0.900990099009901,2011,Undirected
apical ectodermal ridge,life history strategy,0.900990099009901,2011,Undirected
field population,helicoverpa zea,0.900990099009901,2011,Undirected
field population,insecticidal protein,0.900990099009901,2011,Undirected
bay of biscay,western english channel,0.900990099009901,2011,Undirected
global food security,reduce risk insecticide,0.900990099009901,2011,Undirected
global food security,less grain borer,0.900990099009901,2011,Undirected
global food security,large grain borer,0.900990099009901,2011,Undirected
global food security,insect pest specie,0.900990099009901,2011,Undirected
global food security,grain protectant,0.900990099009901,2011,Undirected
global food security,grain beetle,0.900990099009901,2011,Undirected
field survey,number of taxon,0.900990099009901,2011,Undirected
social parasite,transcription factor,0.900990099009901,2011,Undirected
field trial,population density,0.900990099009901,2011,Undirected
field trial,soybean cyst nematode,0.900990099009901,2011,Undirected
farmer ’ perception,stem borer,0.900990099009901,2011,Undirected
farmer ’ perception,resistance development,0.900990099009901,2011,Undirected
aphid number,wildflower strip,0.900990099009901,2011,Undirected
aphid number,habitat manipulation,0.900990099009901,2011,Undirected
crop pest,wheat crop,0.900990099009901,2011,Undirected
crop pest,pest density,0.900990099009901,2011,Undirected
floral biology,reproductive strategy,0.900990099009901,2011,Undirected
floral biology,staminate flower,0.900990099009901,2011,Undirected
floral biology,seed production,0.900990099009901,2011,Undirected
body size evolution,rate of speciation,0.900990099009901,2011,Undirected
floral display,pollination efficiency,0.900990099009901,2011,Undirected
small brown planthopper,yellow sticky trap,0.900990099009901,2011,Undirected
small brown planthopper,sticky trap,0.900990099009901,2011,Undirected
floral trait,insect pollinate plant,0.900990099009901,2011,Undirected
floral trait,wind pollination,0.900990099009901,2011,Undirected
floral trait,wind pollinate specie,0.900990099009901,2011,Undirected
bacillus thuringiensis var,house fly,0.900990099009901,2011,Undirected
bee pollinator,plant pollinator mutualism,0.900990099009901,2011,Undirected
flour beetle,global food security,0.900990099009901,2011,Undirected
flour beetle,grain beetle,0.900990099009901,2011,Undirected
flour beetle,grain protectant,0.900990099009901,2011,Undirected
flour beetle,insect pest specie,0.900990099009901,2011,Undirected
flour beetle,large grain borer,0.900990099009901,2011,Undirected
resistant crop,resistant insect population,0.900990099009901,2011,Undirected
flour beetle,less grain borer,0.900990099009901,2011,Undirected
evolution of polyandry,worker caste,0.900990099009901,2011,Undirected
flour beetle,reduce risk insecticide,0.900990099009901,2011,Undirected
flower color,seed production,0.900990099009901,2011,Undirected
flower color,solitary bee,0.900990099009901,2011,Undirected
breed success,little owl,0.900990099009901,2011,Undirected
breed success,land map,0.900990099009901,2011,Undirected
breed success,cavity nest bird,0.900990099009901,2011,Undirected
alien specie,exotic specie,0.900990099009901,2011,Undirected
alien specie,water body,0.900990099009901,2011,Undirected
grain protectant,less grain borer,0.900990099009901,2011,Undirected
flea beetle,pest damage,0.900990099009901,2011,Undirected
flea beetle,leaf damage,0.900990099009901,2011,Undirected
genomic analysis,malaria mosquito,0.900990099009901,2011,Undirected
crop pest,major pest,0.900990099009901,2011,Undirected
crop pest,grain yield,0.900990099009901,2011,Undirected
genome wide analysis,ovary activation,0.900990099009901,2011,Undirected
crop pest,sitobion avenae,0.900990099009901,2011,Undirected
genome wide analysis,sponge amphimedon queenslandica,0.900990099009901,2011,Undirected
crop pest,english grain aphid,0.900990099009901,2011,Undirected
aphid number,field crop,0.900990099009901,2011,Undirected
genome wide analysis,last common ancestor,0.900990099009901,2011,Undirected
aphid number,conservation biological control,0.900990099009901,2011,Undirected
aquatic insect taxon,field survey,0.900990099009901,2011,Undirected
farm management practice,sustainable yield,0.900990099009901,2011,Undirected
resistance management,transgenic line,0.900990099009901,2011,Undirected
fish species,nervous necrosis virus,0.900990099009901,2011,Undirected
farm management practice,spatial scale,0.900990099009901,2011,Undirected
fish species,muscle formation,0.900990099009901,2011,Undirected
farm management practice,predator of pest,0.900990099009901,2011,Undirected
fitness cost,host population,0.900990099009901,2011,Undirected
ambiguous stimulus,cognitive bias test,0.900990099009901,2011,Undirected
farm management practice,pest abundance,0.900990099009901,2011,Undirected
cotton crop,gossypium hirsutum l,0.900990099009901,2011,Undirected
farm management practice,natural enemy community,0.900990099009901,2011,Undirected
fitness cost,larval development time,0.900990099009901,2011,Undirected
cotton crop,insecticide resistance management strategy,0.900990099009901,2011,Undirected
cotton crop,northern australia,0.900990099009901,2011,Undirected
cotton crop,resistance management strategy,0.900990099009901,2011,Undirected
fitness cost,resistance allele,0.900990099009901,2011,Undirected
genome size,lobe fin fish,0.900990099009901,2011,Undirected
flea beetle,oilseed rape field,0.900990099009901,2011,Undirected
fitness cost,myzus persicae,0.900990099009901,2011,Undirected
level of resistance,maize hybrid,0.900990099009901,2011,Undirected
level of resistance,of pesticide,0.900990099009901,2011,Undirected
pest management practice,stem borer,0.900990099009901,2011,Undirected
dry season,wild pig,0.900990099009901,2011,Undirected
dry forest,tropical dry forest,0.900990099009901,2011,Undirected
dry forest,gall induce insect,0.900990099009901,2011,Undirected
life history characteristic,life history evolution,0.900990099009901,2011,Undirected
life history characteristic,life history strategy,0.900990099009901,2011,Undirected
life history evolution,life history strategy,0.900990099009901,2011,Undirected
pest management practice,resistance development,0.900990099009901,2011,Undirected
dorsal ventral patterning,gap gene,0.900990099009901,2011,Undirected
dorsal ventral patterning,gene regulatory network,0.900990099009901,2011,Undirected
life history strategy,limb development,0.900990099009901,2011,Undirected
cell type,larval nervous system,0.900990099009901,2011,Undirected
biodiversity loss,global biodiversity loss,0.900990099009901,2011,Undirected
light dependent manner,non mammalian specie,0.900990099009901,2011,Undirected
line transect survey,natural forest,0.900990099009901,2011,Undirected
line transect survey,primate specie,0.900990099009901,2011,Undirected
line transect survey,spatial distribution,0.900990099009901,2011,Undirected
line transect survey,suitable habitat,0.900990099009901,2011,Undirected
grapholita molesta,secondary metabolite,0.900990099009901,2011,Undirected
level of resistance,sitophilus zeamais motschulsky,0.900990099009901,2011,Undirected
grapholita molesta,moth cydia pomonella,0.900990099009901,2011,Undirected
angoumois grain moth,global food security,0.900990099009901,2011,Undirected
less grain borer,reduce risk insecticide,0.900990099009901,2011,Undirected
hessian fly,quantitative real time pcr analysis,0.900990099009901,2011,Undirected
dry season,moist forest,0.900990099009901,2011,Undirected
leaf miner,tuta absoluta,0.900990099009901,2011,Undirected
helicoverpa zea,insecticidal protein,0.900990099009901,2011,Undirected
leaf cut ant acromyrmex echinatior,metapleural glands,0.900990099009901,2011,Undirected
leaf cut ant acromyrmex echinatior,venom gland,0.900990099009901,2011,Undirected
leaf cut ant acromyrmex echinatior,weaver ant,0.900990099009901,2011,Undirected
angoumois grain moth,large grain borer,0.900990099009901,2011,Undirected
